1,4
1,5
1,17
1,19
2,5
2,7
2,14
2,15
2,17
3,1
3,2
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,16
3,17
3,18
3,19
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,19
5,4
5,5
5,13
5,14
5,15
5,17
5,18
6,4
6,5
6,6
6,13
6,14
6,7
6,1
6,9
7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
8,1
8,4
8,5
8,6
8,7
8,8
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
9,1
9,2
9,6
9,8
9,9
9,10
9,13
9,14
9,15
11,1
11,2
11,9
11,10
11,12
11,18
12,13
12,14
12,15
12,18
13,1
13,2
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,19
14,11
14,13
14,14
14,15
14,16
15,1
15,2
15,7
15,11
15,13
15,14
15,15
15,18
17,8
17,11
17,13
17,14
18,1
18,5
18,6
18,7
18,8
18,11
18,17
19,1
19,4
19,5
19,13
19,14
19,17
19,20
21,14
21,16
22,1
22,7
22,8
22,9
22,11
22,14
22,15
22,18
23,1
23,2
,
23,4
23,5
23,6
23,7
23,8
23,9
23,10
23,11
23,12
23,13
23,14
23,15
23,16
23,17
23,18
23,19
24,11
24,13
24,14
24,15
25,13
25,14
25,15
25,16
25,18
27,6
27,10
27,13
27,14
27,15
28,1
28,9
28,12
28,13
28,14
28,15
28,18
29,4
29,5
29,6
29,7
29,8
29,16
29,17
29,18
30,4
30,5
30,8
30,17
30,18
31,4
31,5
31,6
31,10
31,13
31,14
31,17
32,4
32,5
32,6
32,10
32,13
32,14
32,17
32,18
33,1
33,2
33,3
33,4
33,5
33,6
33,7
33,8
33,9
33,10
33,11
33,12
33,13
33,1
33,15
33,16
33,17
33,18
33,19
34,1
34,2
34,7
34,9
35,1
35,2
35,4
35,5
35,6
35,7
35,8
35,9
35,10
35,11
35,12
35,13
35,14
35,15
35,16
35,17
35,18
35,19
36,13
36,14
36,15
37,4
37,5
37,13
37,14
37,15
37,17
38,1
38,2
38,4
38,5
38,6
38,7
38,8
38,9
38,10
38,11
38,12
38,13
38,14
38,15
38,16
38,17
38,19
39,1
39,2
39,4
39,5
39,6
39,7
39,8
39,9
39,10
39,11
39,12
39,13
39,14
39,15
39,16
39,17
39,18
39,19
40,1
40,2
40,4
40,5
40,6
40,7
40,8
40,9
40,10
40,11
40,12
40,13
40,14
40,15
40,16
40,17
40,18
40,19
41,18
42,1
42,2
42,4
42,5
42,7
42,8
42,17
42,18
43,18
44,4
44,5
44,6
44,7
44,10
44,11
44,12
44,16
44,17
47,1
47,7
47,8
47,9
47,11
47,12
48,1
48,2
48,4
48,5
48,6
48,7
48,8
48,9
48,10
48,11
48,12
48,13
48,14
48,15
48,16
48,17
48,18
48,19
50,4
50,7
50,8
50,10
50,11
50,13
50,14
50,16
50,18
